market_group,window_sec,date,title,score,margin,winner,question,line,required_margin,cushion,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,conditionId,token,page_errors,error
moneyline,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,,,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0xde92d563a6d742a4750c8c83a9c490ee5b02bd5d972a1765ab41c0f9095ef6c0,81043398291360463170235957547610256181022662944963722274721633505163503937838,[],
moneyline,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,,,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0xde92d563a6d742a4750c8c83a9c490ee5b02bd5d972a1765ab41c0f9095ef6c0,81043398291360463170235957547610256181022662944963722274721633505163503937838,[],
moneyline,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Will Netherlands win on 2026-06-20?,,,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0xde92d563a6d742a4750c8c83a9c490ee5b02bd5d972a1765ab41c0f9095ef6c0,81043398291360463170235957547610256181022662944963722274721633505163503937838,[],
moneyline,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,,,4,18,857.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,18,857.53,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,91234906493805354217250440222911012200186057450151286874925972448339630680686,[],
moneyline,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,,,4,36,2454.08,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,36,2454.08,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,91234906493805354217250440222911012200186057450151286874925972448339630680686,[],
moneyline,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,,,4,51,3524.93,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,51,3524.93,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,91234906493805354217250440222911012200186057450151286874925972448339630680686,[],
moneyline,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,,,4,97,14161.75,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,97,14161.75,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,91234906493805354217250440222911012200186057450151286874925972448339630680686,[],
moneyline,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,,,4,169,30092.4,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,169,30092.4,0x051e0ea5b3c394114eacf8ce5e944ca63cbb6ccdef1d086cadc5dd129a3804e6,91234906493805354217250440222911012200186057450151286874925972448339630680686,[],
moneyline,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,,,4,5,96.48,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,5,96.48,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,73510205866448375978164321647457824822309414197359016110940718743916953674850,[],
moneyline,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,,,4,9,254.9,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,9,254.9,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,73510205866448375978164321647457824822309414197359016110940718743916953674850,[],
moneyline,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,,,4,14,456.35,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,14,456.35,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,73510205866448375978164321647457824822309414197359016110940718743916953674850,[],
moneyline,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,,,4,23,3540.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,23,3540.58,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,73510205866448375978164321647457824822309414197359016110940718743916953674850,[],
moneyline,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,,,4,29,3895.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,29,3895.53,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,73510205866448375978164321647457824822309414197359016110940718743916953674850,[],
moneyline,60,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,Will Egypt win on 2026-06-21?,,,2,16,2741.03,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,16,2741.03,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,[],
moneyline,120,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,Will Egypt win on 2026-06-21?,,,2,35,3504.22,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,35,3504.22,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,[],
moneyline,180,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,Will Egypt win on 2026-06-21?,,,2,41,4349.56,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,41,4349.56,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,[],
moneyline,300,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,Will Egypt win on 2026-06-21?,,,2,85,37647.83,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,85,37647.83,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,[],
moneyline,480,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,Will Egypt win on 2026-06-21?,,,2,246,324662.727438,0.98,0.999,1.9808,0.0971,0,0,6,51390.52,41,112771.36,63,177054.82,246,324662.727438,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,[],
spread_cushion2,60,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Spread: Germany (-3.5),-3.5,4,2,5,10907.7,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,5,10907.7,0x3fbc68160eebf3b359b077b0e5ea8c7052031e84ec159c5002666302f67b508c,104388411846002642211950323407423945667181304427085395697715118826089726969395,[],
spread_cushion2,120,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Spread: Germany (-3.5),-3.5,4,2,13,16330.57,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,13,16330.57,0x3fbc68160eebf3b359b077b0e5ea8c7052031e84ec159c5002666302f67b508c,104388411846002642211950323407423945667181304427085395697715118826089726969395,[],
spread_cushion2,180,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Spread: Germany (-3.5),-3.5,4,2,16,16597.18,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,16,16597.18,0x3fbc68160eebf3b359b077b0e5ea8c7052031e84ec159c5002666302f67b508c,104388411846002642211950323407423945667181304427085395697715118826089726969395,[],
spread_cushion2,300,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Spread: Germany (-3.5),-3.5,4,2,32,61057.79,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,32,61057.79,0x3fbc68160eebf3b359b077b0e5ea8c7052031e84ec159c5002666302f67b508c,104388411846002642211950323407423945667181304427085395697715118826089726969395,[],
spread_cushion2,480,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Spread: Germany (-3.5),-3.5,4,2,43,61685.7,0.99,0.999,0.9801,0.0971,0,0,0,0,8,376.07,8,376.07,43,61685.7,0x3fbc68160eebf3b359b077b0e5ea8c7052031e84ec159c5002666302f67b508c,104388411846002642211950323407423945667181304427085395697715118826089726969395,[],
spread_cushion2,60,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Spread: Sweden (-1.5),-1.5,2,2,5,283.79,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,5,283.79,0xee119a12bd76bb9d059e4199903d7439eea0b090d04a36f3e4aff728fd2e506f,35463112035006943671957803835259817475986304059986314746310819822883520418425,[],
spread_cushion2,120,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Spread: Sweden (-1.5),-1.5,2,2,8,680.28,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,8,680.28,0xee119a12bd76bb9d059e4199903d7439eea0b090d04a36f3e4aff728fd2e506f,35463112035006943671957803835259817475986304059986314746310819822883520418425,[],
spread_cushion2,180,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Spread: Sweden (-1.5),-1.5,2,2,8,680.28,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,8,680.28,0xee119a12bd76bb9d059e4199903d7439eea0b090d04a36f3e4aff728fd2e506f,35463112035006943671957803835259817475986304059986314746310819822883520418425,[],
spread_cushion2,300,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Spread: Sweden (-1.5),-1.5,2,2,12,1091.49,0.99,0.999,0.9801,0.0971,0,0,0,0,4,411.21,4,411.21,12,1091.49,0xee119a12bd76bb9d059e4199903d7439eea0b090d04a36f3e4aff728fd2e506f,35463112035006943671957803835259817475986304059986314746310819822883520418425,[],
spread_cushion2,480,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Spread: Sweden (-1.5),-1.5,2,2,18,5769.31,0.99,0.999,0.9801,0.0971,0,0,0,0,10,5089.03,10,5089.03,18,5769.31,0xee119a12bd76bb9d059e4199903d7439eea0b090d04a36f3e4aff728fd2e506f,35463112035006943671957803835259817475986304059986314746310819822883520418425,[],
spread_cushion2,60,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Spread: Canada (-3.5),-3.5,4,2,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0x3988e32420aa1f8d277edc65dce1e13b9779512c56e16531a09dcd7f8ce40ed0,12157058145916350619740191677787370100236487460367198691145114178975992795342,[],
spread_cushion2,120,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Spread: Canada (-3.5),-3.5,4,2,1,45.97,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,1,45.97,0x3988e32420aa1f8d277edc65dce1e13b9779512c56e16531a09dcd7f8ce40ed0,12157058145916350619740191677787370100236487460367198691145114178975992795342,[],
spread_cushion2,180,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Spread: Canada (-3.5),-3.5,4,2,1,45.97,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,1,45.97,0x3988e32420aa1f8d277edc65dce1e13b9779512c56e16531a09dcd7f8ce40ed0,12157058145916350619740191677787370100236487460367198691145114178975992795342,[],
spread_cushion2,300,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Spread: Canada (-3.5),-3.5,4,2,2,1208.76,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,2,1208.76,0x3988e32420aa1f8d277edc65dce1e13b9779512c56e16531a09dcd7f8ce40ed0,12157058145916350619740191677787370100236487460367198691145114178975992795342,[],
spread_cushion2,480,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Spread: Canada (-3.5),-3.5,4,2,3,1241.44,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,3,1241.44,0x3988e32420aa1f8d277edc65dce1e13b9779512c56e16531a09dcd7f8ce40ed0,12157058145916350619740191677787370100236487460367198691145114178975992795342,[],
spread_cushion2,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-1.5),-1.5,2,2,1,14.7,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,1,14.7,0x4a5c996d32d0905e5c13b18671de76b98409c606b1f8fafb327f80a91525d523,77750921493340197947082763683146261440109411384967326868029160147588079851288,[],
spread_cushion2,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-1.5),-1.5,2,2,3,1783.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,3,1783.53,0x4a5c996d32d0905e5c13b18671de76b98409c606b1f8fafb327f80a91525d523,77750921493340197947082763683146261440109411384967326868029160147588079851288,[],
spread_cushion2,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-1.5),-1.5,2,2,5,2022.12,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,5,2022.12,0x4a5c996d32d0905e5c13b18671de76b98409c606b1f8fafb327f80a91525d523,77750921493340197947082763683146261440109411384967326868029160147588079851288,[],
spread_cushion2,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-1.5),-1.5,2,2,9,5244.62,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,9,5244.62,0x4a5c996d32d0905e5c13b18671de76b98409c606b1f8fafb327f80a91525d523,77750921493340197947082763683146261440109411384967326868029160147588079851288,[],
spread_cushion2,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Spread: Netherlands (-1.5),-1.5,2,2,13,58722.600499,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,1,19.0,13,58722.600499,0x4a5c996d32d0905e5c13b18671de76b98409c606b1f8fafb327f80a91525d523,77750921493340197947082763683146261440109411384967326868029160147588079851288,[],
spread_cushion2,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-1.5),-1.5,2,2,12,260.89,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,12,260.89,0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,28361600040624623099177233767485439434038685821530406230501166593248182856762,[],
spread_cushion2,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-1.5),-1.5,2,2,17,711.7,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,17,711.7,0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,28361600040624623099177233767485439434038685821530406230501166593248182856762,[],
spread_cushion2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-1.5),-1.5,2,2,23,91772.18,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,23,91772.18,0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,28361600040624623099177233767485439434038685821530406230501166593248182856762,[],
spread_cushion2,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-1.5),-1.5,2,2,29,94836.15,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,29,94836.15,0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,28361600040624623099177233767485439434038685821530406230501166593248182856762,[],
spread_cushion2,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-1.5),-1.5,2,2,53,97923.61,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,53,97923.61,0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,28361600040624623099177233767485439434038685821530406230501166593248182856762,[],
spread_cushion2,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-1.5),-1.5,2,2,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0x5becd484cc612594dd3f2a5138d9c191f9089dbc7dc3bd7dbbfb9d2184ed194c,36863639261949814917978374449201797831211251115404760185425371467703220481723,[],
spread_cushion2,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-1.5),-1.5,2,2,1,527.57,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,1,527.57,0x5becd484cc612594dd3f2a5138d9c191f9089dbc7dc3bd7dbbfb9d2184ed194c,36863639261949814917978374449201797831211251115404760185425371467703220481723,[],
spread_cushion2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-1.5),-1.5,2,2,1,527.57,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,1,527.57,0x5becd484cc612594dd3f2a5138d9c191f9089dbc7dc3bd7dbbfb9d2184ed194c,36863639261949814917978374449201797831211251115404760185425371467703220481723,[],
spread_cushion2,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-1.5),-1.5,2,2,4,646.94,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,4,646.94,0x5becd484cc612594dd3f2a5138d9c191f9089dbc7dc3bd7dbbfb9d2184ed194c,36863639261949814917978374449201797831211251115404760185425371467703220481723,[],
spread_cushion2,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-1.5),-1.5,2,2,5,649.64,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,5,649.64,0x5becd484cc612594dd3f2a5138d9c191f9089dbc7dc3bd7dbbfb9d2184ed194c,36863639261949814917978374449201797831211251115404760185425371467703220481723,[],
