market_group,window_sec,date,title,score,final_margin,winner,loser,question,outcome,cushion,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,conditionId,token,page_errors,error
loser_no,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan,Will Uzbekistan win on 2026-06-17?,No,3,24,13060.42,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,24,13060.42,0x0ef9d17aff09c873dc47a93cfb13c42ab6274b4493e022fed1f228193714540d,53504024487378502663487349310829425980545843150628800243348359721789466008786,[],
loser_no,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan,Will Uzbekistan win on 2026-06-17?,No,3,46,24735.886763,0.997,0.999,0.2919,0.0971,0,0,0,0,0,0,0,0,0,0,46,24735.886763,0x0ef9d17aff09c873dc47a93cfb13c42ab6274b4493e022fed1f228193714540d,53504024487378502663487349310829425980545843150628800243348359721789466008786,[],
loser_no,,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Bosnia-Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError('loser moneyline market not found: Bosnia-Herzegovina')
loser_no,60,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Qatar,Will Qatar win on 2026-06-18?,No,7,1,34.78,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,34.78,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,24822288041920622389619332035711355063556238486397702971675665113537593655757,[],
loser_no,120,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Qatar,Will Qatar win on 2026-06-18?,No,7,2,42.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,42.3,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,24822288041920622389619332035711355063556238486397702971675665113537593655757,[],
loser_no,180,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Qatar,Will Qatar win on 2026-06-18?,No,7,2,42.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,42.3,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,24822288041920622389619332035711355063556238486397702971675665113537593655757,[],
loser_no,300,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Qatar,Will Qatar win on 2026-06-18?,No,7,2,42.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,42.3,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,24822288041920622389619332035711355063556238486397702971675665113537593655757,[],
loser_no,480,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Qatar,Will Qatar win on 2026-06-18?,No,7,3,96.64,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,96.64,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,24822288041920622389619332035711355063556238486397702971675665113537593655757,[],
loser_no,60,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Korea Republic,Will Korea Republic win on 2026-06-18?,No,2,2,3000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,3000.0,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,82329952143881965276981455380089620795478748889597010389152839311119926936316,[],
loser_no,120,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Korea Republic,Will Korea Republic win on 2026-06-18?,No,2,4,3057.28,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,3057.28,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,82329952143881965276981455380089620795478748889597010389152839311119926936316,[],
loser_no,180,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Korea Republic,Will Korea Republic win on 2026-06-18?,No,2,35,529421.417,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,35,529421.417,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,82329952143881965276981455380089620795478748889597010389152839311119926936316,[],
loser_no,300,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Korea Republic,Will Korea Republic win on 2026-06-18?,No,2,67,555012.835996,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,3,1209.0,67,555012.835996,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,82329952143881965276981455380089620795478748889597010389152839311119926936316,[],
loser_no,480,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Korea Republic,Will Korea Republic win on 2026-06-18?,No,2,107,602301.822687,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,20,8082.996108,107,602301.822687,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,82329952143881965276981455380089620795478748889597010389152839311119926936316,[],
loser_no,60,2026-06-19,United States vs. Australia,2-0,2,United States,Australia,Will Australia win on 2026-06-19?,No,3,1,2084.21,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,2084.21,0xb1fca83dd9b3046c8db3ae0de2c8d56ee5d17d3aad54b7bbfa5c65000f6df350,20800548358857280500688651280828922527238619283475901185139578671275103636394,[],
loser_no,120,2026-06-19,United States vs. Australia,2-0,2,United States,Australia,Will Australia win on 2026-06-19?,No,3,2,4409.79,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,4409.79,0xb1fca83dd9b3046c8db3ae0de2c8d56ee5d17d3aad54b7bbfa5c65000f6df350,20800548358857280500688651280828922527238619283475901185139578671275103636394,[],
loser_no,180,2026-06-19,United States vs. Australia,2-0,2,United States,Australia,Will Australia win on 2026-06-19?,No,3,4,4427.79,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,4427.79,0xb1fca83dd9b3046c8db3ae0de2c8d56ee5d17d3aad54b7bbfa5c65000f6df350,20800548358857280500688651280828922527238619283475901185139578671275103636394,[],
loser_no,300,2026-06-19,United States vs. Australia,2-0,2,United States,Australia,Will Australia win on 2026-06-19?,No,3,8,6494.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,6494.11,0xb1fca83dd9b3046c8db3ae0de2c8d56ee5d17d3aad54b7bbfa5c65000f6df350,20800548358857280500688651280828922527238619283475901185139578671275103636394,[],
loser_no,480,2026-06-19,United States vs. Australia,2-0,2,United States,Australia,Will Australia win on 2026-06-19?,No,3,13,15966.92,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,15966.92,0xb1fca83dd9b3046c8db3ae0de2c8d56ee5d17d3aad54b7bbfa5c65000f6df350,20800548358857280500688651280828922527238619283475901185139578671275103636394,[],
loser_no,60,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland,Will Scotland win on 2026-06-19?,No,2,8,105684.41,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,105684.41,0x5fac5a47f11802e8a7b82d76e05461bd4551fe199041fb45c5e6228c56532d4a,39043710146767994225543012004602517072470108339698353062940756354394603950807,[],
loser_no,120,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland,Will Scotland win on 2026-06-19?,No,2,26,164564.19,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,26,164564.19,0x5fac5a47f11802e8a7b82d76e05461bd4551fe199041fb45c5e6228c56532d4a,39043710146767994225543012004602517072470108339698353062940756354394603950807,[],
loser_no,180,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland,Will Scotland win on 2026-06-19?,No,2,31,187598.19,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,31,187598.19,0x5fac5a47f11802e8a7b82d76e05461bd4551fe199041fb45c5e6228c56532d4a,39043710146767994225543012004602517072470108339698353062940756354394603950807,[],
loser_no,300,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland,Will Scotland win on 2026-06-19?,No,2,56,271930.255,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,56,271930.255,0x5fac5a47f11802e8a7b82d76e05461bd4551fe199041fb45c5e6228c56532d4a,39043710146767994225543012004602517072470108339698353062940756354394603950807,[],
loser_no,480,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland,Will Scotland win on 2026-06-19?,No,2,127,388116.400019,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,23,20445.921916,127,388116.400019,0x5fac5a47f11802e8a7b82d76e05461bd4551fe199041fb45c5e6228c56532d4a,39043710146767994225543012004602517072470108339698353062940756354394603950807,[],
loser_no,60,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Haiti,Will Haiti win on 2026-06-19?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc7a9f8cf846f6eba833fc69da7340af7c150e6cf72fc9501507a4431bbcde19e,103462436508909164015235874386562856644415119850465364415741512666894166373430,[],
loser_no,120,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Haiti,Will Haiti win on 2026-06-19?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc7a9f8cf846f6eba833fc69da7340af7c150e6cf72fc9501507a4431bbcde19e,103462436508909164015235874386562856644415119850465364415741512666894166373430,[],
loser_no,180,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Haiti,Will Haiti win on 2026-06-19?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc7a9f8cf846f6eba833fc69da7340af7c150e6cf72fc9501507a4431bbcde19e,103462436508909164015235874386562856644415119850465364415741512666894166373430,[],
loser_no,300,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Haiti,Will Haiti win on 2026-06-19?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc7a9f8cf846f6eba833fc69da7340af7c150e6cf72fc9501507a4431bbcde19e,103462436508909164015235874386562856644415119850465364415741512666894166373430,[],
loser_no,480,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Haiti,Will Haiti win on 2026-06-19?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc7a9f8cf846f6eba833fc69da7340af7c150e6cf72fc9501507a4431bbcde19e,103462436508909164015235874386562856644415119850465364415741512666894166373430,[],
loser_no,60,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye,Will Türkiye win on 2026-06-19?,No,2,12,5198.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,5198.88,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,69918040826458449733032517525092662662012153792476859335711406903977476728390,[],
loser_no,120,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye,Will Türkiye win on 2026-06-19?,No,2,29,28840.02,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,29,28840.02,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,69918040826458449733032517525092662662012153792476859335711406903977476728390,[],
loser_no,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye,Will Türkiye win on 2026-06-19?,No,2,39,62729.37,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,39,62729.37,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,69918040826458449733032517525092662662012153792476859335711406903977476728390,[],
loser_no,300,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye,Will Türkiye win on 2026-06-19?,No,2,79,164390.896724,0.9979999995436748,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,79,164390.896724,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,69918040826458449733032517525092662662012153792476859335711406903977476728390,[],
loser_no,480,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye,Will Türkiye win on 2026-06-19?,No,2,183,253157.087431,0.9880000011808,0.999,1.1786,0.0971,0,0,0,0,0,0,33,23461.854057,61,34872.983593,183,253157.087431,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,69918040826458449733032517525092662662012153792476859335711406903977476728390,[],
loser_no,60,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Sweden,Will Sweden win on 2026-06-20?,No,5,1,196.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,196.81,0xfd2cd91be3b1215099cea2512b3c98c3e2da290064dfc0ca815d4e315fb6fdf9,47563123389445848699702334005636959487514157889961412534851343257087830776498,[],
loser_no,120,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Sweden,Will Sweden win on 2026-06-20?,No,5,1,196.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,196.81,0xfd2cd91be3b1215099cea2512b3c98c3e2da290064dfc0ca815d4e315fb6fdf9,47563123389445848699702334005636959487514157889961412534851343257087830776498,[],
loser_no,180,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Sweden,Will Sweden win on 2026-06-20?,No,5,2,201.81,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,201.81,0xfd2cd91be3b1215099cea2512b3c98c3e2da290064dfc0ca815d4e315fb6fdf9,47563123389445848699702334005636959487514157889961412534851343257087830776498,[],
loser_no,300,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Sweden,Will Sweden win on 2026-06-20?,No,5,4,1445.11,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1445.11,0xfd2cd91be3b1215099cea2512b3c98c3e2da290064dfc0ca815d4e315fb6fdf9,47563123389445848699702334005636959487514157889961412534851343257087830776498,[],
loser_no,480,2026-06-20,Netherlands vs. Sweden,5-1,4,Netherlands,Sweden,Will Sweden win on 2026-06-20?,No,5,9,3363.97,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,3363.97,0xfd2cd91be3b1215099cea2512b3c98c3e2da290064dfc0ca815d4e315fb6fdf9,47563123389445848699702334005636959487514157889961412534851343257087830776498,[],
loser_no,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Côte d'Ivoire,Will Côte d'Ivoire win on 2026-06-20?,No,2,14,3992.83,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,3992.83,0xd9a23115df9698780e32b300739bcacadc9395e826d1b4c4608d404175d7ccea,12705259271345358367455607582826761636907972132193353858872128612642157627626,[],
loser_no,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Côte d'Ivoire,Will Côte d'Ivoire win on 2026-06-20?,No,2,37,37709.36,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,37,37709.36,0xd9a23115df9698780e32b300739bcacadc9395e826d1b4c4608d404175d7ccea,12705259271345358367455607582826761636907972132193353858872128612642157627626,[],
loser_no,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Côte d'Ivoire,Will Côte d'Ivoire win on 2026-06-20?,No,2,47,40237.12,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,10,2527.76,10,2527.76,47,40237.12,0xd9a23115df9698780e32b300739bcacadc9395e826d1b4c4608d404175d7ccea,12705259271345358367455607582826761636907972132193353858872128612642157627626,[],
loser_no,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Côte d'Ivoire,Will Côte d'Ivoire win on 2026-06-20?,No,2,348,154240.566682,0.93,0.999,7.3169,0.0971,154,28330.274532,206,41898.826682,231,48357.319482,311,116531.206682,311,116531.206682,348,154240.566682,0xd9a23115df9698780e32b300739bcacadc9395e826d1b4c4608d404175d7ccea,12705259271345358367455607582826761636907972132193353858872128612642157627626,[],
loser_no,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Côte d'Ivoire,Will Côte d'Ivoire win on 2026-06-20?,No,2,607,238365.164863,0.9,0.999,10.8111,0.0971,413,112454.872713,465,126023.424863,490,132481.917663,570,200655.804863,570,200655.804863,607,238365.164863,0xd9a23115df9698780e32b300739bcacadc9395e826d1b4c4608d404175d7ccea,12705259271345358367455607582826761636907972132193353858872128612642157627626,[],
loser_no,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia,Will Tunisia win on 2026-06-21?,No,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x4c848328019296227bc205bb575cde555ed13f6fe5159e3f72636b4afd79dccd,32305022863642881983854568910858512907521560231740993713994899203087286530811,[],
loser_no,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia,Will Tunisia win on 2026-06-21?,No,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x4c848328019296227bc205bb575cde555ed13f6fe5159e3f72636b4afd79dccd,32305022863642881983854568910858512907521560231740993713994899203087286530811,[],
loser_no,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia,Will Tunisia win on 2026-06-21?,No,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x4c848328019296227bc205bb575cde555ed13f6fe5159e3f72636b4afd79dccd,32305022863642881983854568910858512907521560231740993713994899203087286530811,[],
loser_no,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia,Will Tunisia win on 2026-06-21?,No,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x4c848328019296227bc205bb575cde555ed13f6fe5159e3f72636b4afd79dccd,32305022863642881983854568910858512907521560231740993713994899203087286530811,[],
loser_no,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia,Will Tunisia win on 2026-06-21?,No,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x4c848328019296227bc205bb575cde555ed13f6fe5159e3f72636b4afd79dccd,32305022863642881983854568910858512907521560231740993713994899203087286530811,[],
loser_no,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Saudi Arabia,Will Saudi Arabia win on 2026-06-21?,No,5,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x3abd1b7cf1488504d51a36c1e3f944597dfe6e0545a6fd34ef3d4a3746f90e59,39284493768138051556088866366373242298772844993029066793016338222505905309489,[],
loser_no,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Saudi Arabia,Will Saudi Arabia win on 2026-06-21?,No,5,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,0x3abd1b7cf1488504d51a36c1e3f944597dfe6e0545a6fd34ef3d4a3746f90e59,39284493768138051556088866366373242298772844993029066793016338222505905309489,[],
loser_no,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Saudi Arabia,Will Saudi Arabia win on 2026-06-21?,No,5,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,0x3abd1b7cf1488504d51a36c1e3f944597dfe6e0545a6fd34ef3d4a3746f90e59,39284493768138051556088866366373242298772844993029066793016338222505905309489,[],
loser_no,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Saudi Arabia,Will Saudi Arabia win on 2026-06-21?,No,5,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,0x3abd1b7cf1488504d51a36c1e3f944597dfe6e0545a6fd34ef3d4a3746f90e59,39284493768138051556088866366373242298772844993029066793016338222505905309489,[],
loser_no,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Saudi Arabia,Will Saudi Arabia win on 2026-06-21?,No,5,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,0x3abd1b7cf1488504d51a36c1e3f944597dfe6e0545a6fd34ef3d4a3746f90e59,39284493768138051556088866366373242298772844993029066793016338222505905309489,[],
loser_no,60,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand,Will New Zealand win on 2026-06-21?,No,3,1,88.09,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,88.09,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,27192655028794254768955907387839340966462202445122117815925609436544522436508,[],
loser_no,120,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand,Will New Zealand win on 2026-06-21?,No,3,1,88.09,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,88.09,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,27192655028794254768955907387839340966462202445122117815925609436544522436508,[],
loser_no,180,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand,Will New Zealand win on 2026-06-21?,No,3,2,6878.09,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,6878.09,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,27192655028794254768955907387839340966462202445122117815925609436544522436508,[],
loser_no,300,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand,Will New Zealand win on 2026-06-21?,No,3,5,8004.03,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,8004.03,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,27192655028794254768955907387839340966462202445122117815925609436544522436508,[],
loser_no,480,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand,Will New Zealand win on 2026-06-21?,No,3,240,10156.22,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,240,10156.22,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,27192655028794254768955907387839340966462202445122117815925609436544522436508,[],
